course_id,student_id,score,group_no,dept_no
A0000009,2021A0000048,65,10,A
A0000009,2021A0000049,62,10,A
A0000010,2021A0000006,81,10,A
A0000010,2021A0000007,78,10,A
A0000010,2021A0000008,75,10,A
A0000010,2021A0000009,72,10,A
A0000010,2021A0000010,69,10,A
A0000010,2021A0000016,60,10,A
A0000010,2021A0000017,98,10,A
A0000010,2021A0000018,95,10,A
A0000010,2021A0000019,92,10,A
A0000010,2021A0000020,89,10,A
A0000010,2021A0000026,80,10,A
A0000010,2021A0000027,77,10,A
A0000010,2021A0000028,74,10,A
A0000010,2021A0000029,71,10,A
A0000010,2021A0000030,68,10,A
A0000010,2021A0000036,100,10,A
A0000010,2021A0000037,97,10,A
A0000010,2021A0000038,94,10,A
A0000010,2021A0000039,91,10,A
A0000010,2021A0000040,88,10,A
A0000010,2021A0000046,79,10,A
A0000010,2021A0000047,76,10,A
A0000010,2021A0000048,73,10,A
A0000010,2021A0000049,70,10,A
A0000010,2021A0000050,67,10,A
B0001,2022B0001,65,10,B
B0001,2022B0007,97,10,B
B0001,2022B0008,94,10,B
B0001,2022B0009,91,10,B
B0001,2022B0010,88,10,B
B0001,2022B0011,85,10,B
B0001,2022B0017,76,10,B
B0001,2022B0018,73,10,B
B0001,2022B0019,70,10,B
B0001,2022B0020,67,10,B
B0001,2022B0021,64,10,B
B0001,2022B0027,96,10,B
B0001,2022B0028,93,10,B
B0001,2022B0029,90,10,B
B0001,2022B0030,87,10,B
B0001,2022B0031,84,10,B
B0001,2022B0037,75,10,B
B0001,2022B0038,72,10,B
B0001,2022B0039,69,10,B
B0001,2022B0040,66,10,B
B0001,2022B0041,63,10,B
B0001,2022B0047,95,10,B
B0001,2022B0048,92,10,B
B0001,2022B0049,89,10,B
B0001,2022B0050,86,10,B
B0002,2022B0001,73,10,B
B0002,2022B0002,70,10,B
B0002,2022B0008,61,10,B
B0002,2022B0009,99,10,B
B0002,2022B0010,96,10,B
B0002,2022B0011,93,10,B
B0002,2022B0012,90,10,B
B0002,2022B0018,81,10,B
B0002,2022B0019,78,10,B
B0002,2022B0020,75,10,B
B0002,2022B0021,72,10,B
B0002,2022B0022,69,10,B
B0002,2022B0028,60,10,B
B0002,2022B0029,98,10,B
B0002,2022B0030,95,10,B
B0002,2022B0031,92,10,B
B0002,2022B0032,89,10,B
B0002,2022B0038,80,10,B
B0002,2022B0039,77,10,B
B0002,2022B0040,74,10,B
B0002,2022B0041,71,10,B
B0002,2022B0042,68,10,B
B0002,2022B0048,100,10,B
B0002,2022B0049,97,10,B
B0002,2022B0050,94,10,B
B0003,2022B0001,81,10,B
B0003,2022B0002,78,10,B
B0003,2022B0003,75,10,B
B0003,2022B0009,66,10,B
B0003,2022B0010,63,10,B
B0003,2022B0011,60,10,B
B0003,2022B0012,98,10,B
B0003,2022B0013,95,10,B
B0003,2022B0019,86,10,B
B0003,2022B0020,83,10,B
B0003,2022B0021,80,10,B
B0003,2022B0022,77,10,B
B0003,2022B0023,74,10,B
B0003,2022B0029,65,10,B
B0003,2022B0030,62,10,B
B0003,2022B0031,100,10,B
B0003,2022B0032,97,10,B
B0003,2022B0033,94,10,B
B0003,2022B0039,85,10,B
B0003,2022B0040,82,10,B
B0003,2022B0041,79,10,B
B0003,2022B0042,76,10,B
B0003,2022B0043,73,10,B
B0003,2022B0049,64,10,B
B0003,2022B0050,61,10,B
B0004,2022B0001,89,10,B
B0004,2022B0002,86,10,B
B0004,2022B0003,83,10,B
B0004,2022B0004,80,10,B
B0004,2022B0010,71,10,B
B0004,2022B0011,68,10,B
B0004,2022B0012,65,10,B
B0004,2022B0013,62,10,B
B0004,2022B0014,100,10,B
B0004,2022B0020,91,10,B
B0004,2022B0021,88,10,B
B0004,2022B0022,85,10,B
B0004,2022B0023,82,10,B
B0004,2022B0024,79,10,B
B0004,2022B0030,70,10,B
B0004,2022B0031,67,10,B
B0004,2022B0032,64,10,B
B0004,2022B0033,61,10,B
B0004,2022B0034,99,10,B
B0004,2022B0040,90,10,B
B0004,2022B0041,87,10,B
B0004,2022B0042,84,10,B
B0004,2022B0043,81,10,B
B0004,2022B0044,78,10,B
B0004,2022B0050,69,10,B
B0005,2022B0001,97,10,B
B0005,2022B0002,94,10,B
B0005,2022B0003,91,10,B
B0005,2022B0004,88,10,B
B0005,2022B0005,85,10,B
B0005,2022B0011,76,10,B
B0005,2022B0012,73,10,B
B0005,2022B0013,70,10,B
B0005,2022B0014,67,10,B
B0005,2022B0015,64,10,B
B0005,2022B0021,96,10,B
B0005,2022B0022,93,10,B
B0005,2022B0023,90,10,B
B0005,2022B0024,87,10,B
B0005,2022B0025,84,10,B
B0005,2022B0031,75,10,B
B0005,2022B0032,72,10,B
B0005,2022B0033,69,10,B
B0005,2022B0034,66,10,B
B0005,2022B0035,63,10,B
B0005,2022B0041,95,10,B
B0005,2022B0042,92,10,B
B0005,2022B0043,89,10,B
B0005,2022B0044,86,10,B
B0005,2022B0045,83,10,B
B0006,2022B0002,61,10,B
B0006,2022B0003,99,10,B
B0006,2022B0004,96,10,B
B0006,2022B0005,93,10,B
B0006,2022B0006,90,10,B
B0006,2022B0012,81,10,B
B0006,2022B0013,78,10,B
B0006,2022B0014,75,10,B
B0006,2022B0015,72,10,B
B0006,2022B0016,69,10,B
B0006,2022B0022,60,10,B
B0006,2022B0023,98,10,B
B0006,2022B0024,95,10,B
B0006,2022B0025,92,10,B
B0006,2022B0026,89,10,B
B0006,2022B0032,80,10,B
B0006,2022B0033,77,10,B
B0006,2022B0034,74,10,B
B0006,2022B0035,71,10,B
B0006,2022B0036,68,10,B
B0006,2022B0042,100,10,B
B0006,2022B0043,97,10,B
B0006,2022B0044,94,10,B
B0006,2022B0045,91,10,B
B0006,2022B0046,88,10,B
B0007,2022B0003,66,10,B
B0007,2022B0004,63,10,B
B0007,2022B0005,60,10,B
B0007,2022B0006,98,10,B
B0007,2022B0007,95,10,B
B0007,2022B0013,86,10,B
B0007,2022B0014,83,10,B
B0007,2022B0015,80,10,B
B0007,2022B0016,77,10,B
B0007,2022B0017,74,10,B
B0007,2022B0023,65,10,B
B0007,2022B0024,62,10,B
B0007,2022B0025,100,10,B
B0007,2022B0026,97,10,B
B0007,2022B0027,94,10,B
B0007,2022B0033,85,10,B
B0007,2022B0034,82,10,B
B0007,2022B0035,79,10,B
B0007,2022B0036,76,10,B
B0007,2022B0037,73,10,B
B0007,2022B0043,64,10,B
B0007,2022B0044,61,10,B
B0007,2022B0045,99,10,B
B0007,2022B0046,96,10,B
B0007,2022B0047,93,10,B
B0008,2022B0004,71,10,B
B0008,2022B0005,68,10,B
B0008,2022B0006,65,10,B
B0008,2022B0007,62,10,B
B0008,2022B0008,100,10,B
B0008,2022B0014,91,10,B
B0008,2022B0015,88,10,B
B0008,2022B0016,85,10,B
B0008,2022B0017,82,10,B
B0008,2022B0018,79,10,B
B0008,2022B0024,70,10,B
B0008,2022B0025,67,10,B
B0008,2022B0026,64,10,B
B0008,2022B0027,61,10,B
B0008,2022B0028,99,10,B
B0008,2022B0034,90,10,B
B0008,2022B0035,87,10,B
B0008,2022B0036,84,10,B
B0008,2022B0037,81,10,B
B0008,2022B0038,78,10,B
B0008,2022B0044,69,10,B
B0008,2022B0045,66,10,B
B0008,2022B0046,63,10,B
B0008,2022B0047,60,10,B
B0008,2022B0048,98,10,B
B0009,2022B0005,76,10,B
B0009,2022B0006,73,10,B
B0009,2022B0007,70,10,B
B0009,2022B0008,67,10,B
B0009,2022B0009,64,10,B
B0009,2022B0015,96,10,B
B0009,2022B0016,93,10,B
B0009,2022B0017,90,10,B
B0009,2022B0018,87,10,B
B0009,2022B0019,84,10,B
B0009,2022B0025,75,10,B
B0009,2022B0026,72,10,B
B0009,2022B0027,69,10,B
B0009,2022B0028,66,10,B
B0009,2022B0029,63,10,B
B0009,2022B0035,95,10,B
B0009,2022B0036,92,10,B
B0009,2022B0037,89,10,B
B0009,2022B0038,86,10,B
B0009,2022B0039,83,10,B
B0009,2022B0045,74,10,B
B0009,2022B0046,71,10,B
B0009,2022B0047,68,10,B
B0009,2022B0048,65,10,B
B0009,2022B0049,62,10,B
B0010,2022B0006,81,10,B
B0010,2022B0007,78,10,B
B0010,2022B0008,75,10,B
B0010,2022B0009,72,10,B
B0010,2022B0010,69,10,B
B0010,2022B0016,60,10,B
B0010,2022B0017,98,10,B
B0010,2022B0018,95,10,B
B0010,2022B0019,92,10,B
B0010,2022B0020,89,10,B
B0010,2022B0026,80,10,B
B0010,2022B0027,77,10,B
B0010,2022B0028,74,10,B
B0010,2022B0029,71,10,B
B0010,2022B0030,68,10,B
B0010,2022B0036,100,10,B
B0010,2022B0037,97,10,B
B0010,2022B0038,94,10,B
B0010,2022B0039,91,10,B
B0010,2022B0040,88,10,B
B0010,2022B0046,79,10,B
B0010,2022B0047,76,10,B
B0010,2022B0048,73,10,B
B0010,2022B0049,70,10,B
B0010,2022B0050,67,10,B
C0001,202300001,65,10,C
C0001,202300005,67,10,C
C0001,202300007,72,10,C
C0001,202300009,77,10,C
C0001,202300010,75,10,C
C0001,202300011,73,10,C
C0001,202300015,75,10,C
C0001,202300017,80,10,C
C0001,202300019,85,10,C
C0001,202300020,83,10,C
C0001,202300021,81,10,C
C0001,202300025,83,10,C
C0001,202300027,88,10,C
C0001,202300029,93,10,C
C0001,202300030,91,10,C
C0001,202300031,89,10,C
C0001,202300035,91,10,C
C0001,202300037,65,10,C
C0001,202300039,70,10,C
C0001,202300040,68,10,C
C0001,202300041,66,10,C
C0001,202300045,68,10,C
C0001,202300047,73,10,C
C0001,202300049,78,10,C
C0001,202300050,76,10,C
C0002,202300001,74,10,C
C0002,202300002,72,10,C
C0002,202300006,74,10,C
C0002,202300008,79,10,C
C0002,202300010,84,10,C
C0002,202300011,82,10,C
C0002,202300012,80,10,C
C0002,202300016,82,10,C
C0002,202300018,87,10,C
C0002,202300020,92,10,C
C0002,202300021,90,10,C
C0002,202300022,88,10,C
C0002,202300026,90,10,C
C0002,202300028,95,10,C
C0002,202300030,69,10,C
C0002,202300031,67,10,C
C0002,202300032,65,10,C
C0002,202300036,67,10,C
C0002,202300038,72,10,C
C0002,202300040,77,10,C
C0002,202300041,75,10,C
C0002,202300042,73,10,C
C0002,202300046,75,10,C
C0002,202300048,80,10,C
C0002,202300050,85,10,C
C0003,202300001,83,10,C
C0003,202300002,81,10,C
C0003,202300003,79,10,C
C0003,202300007,81,10,C
C0003,202300009,86,10,C
C0003,202300011,91,10,C
C0003,202300012,89,10,C
C0003,202300013,87,10,C
C0003,202300017,89,10,C
C0003,202300019,94,10,C
C0003,202300021,68,10,C
C0003,202300022,66,10,C
C0003,202300023,95,10,C
C0003,202300027,66,10,C
C0003,202300029,71,10,C
C0003,202300031,76,10,C
C0003,202300032,74,10,C
C0003,202300033,72,10,C
C0003,202300037,74,10,C
C0003,202300039,79,10,C
C0003,202300041,84,10,C
C0003,202300042,82,10,C
C0003,202300043,80,10,C
C0003,202300047,82,10,C
C0003,202300049,87,10,C
C0004,202300002,90,10,C
C0004,202300003,88,10,C
C0004,202300004,86,10,C
C0004,202300008,88,10,C
C0004,202300010,93,10,C
C0004,202300012,67,10,C
C0004,202300013,65,10,C
C0004,202300014,94,10,C
C0004,202300018,65,10,C
C0004,202300020,70,10,C
C0004,202300022,75,10,C
C0004,202300023,73,10,C
C0004,202300024,71,10,C
C0004,202300028,73,10,C
C0004,202300030,78,10,C
C0004,202300032,83,10,C
C0004,202300033,81,10,C
C0004,202300034,79,10,C
C0004,202300038,81,10,C
C0004,202300040,86,10,C
C0004,202300042,91,10,C
C0004,202300043,89,10,C
C0004,202300044,87,10,C
C0004,202300048,89,10,C
C0004,202300050,94,10,C
C0005,202300001,92,10,C
C0005,202300003,66,10,C
C0005,202300004,95,10,C
C0005,202300005,93,10,C
C0005,202300009,95,10,C
C0005,202300011,69,10,C
C0005,202300013,74,10,C
C0005,202300014,72,10,C
C0005,202300015,70,10,C
C0005,202300019,72,10,C
C0005,202300021,77,10,C
C0005,202300023,82,10,C
C0005,202300024,80,10,C
C0005,202300025,78,10,C
C0005,202300029,80,10,C
C0005,202300031,85,10,C
C0005,202300033,90,10,C
C0005,202300034,88,10,C
C0005,202300035,86,10,C
C0005,202300039,88,10,C
C0005,202300041,93,10,C
C0005,202300043,67,10,C
C0005,202300044,65,10,C
C0005,202300045,94,10,C
C0005,202300049,65,10,C
C0006,202300002,68,10,C
C0006,202300004,73,10,C
C0006,202300005,71,10,C
C0006,202300006,69,10,C
C0006,202300010,71,10,C
C0006,202300012,76,10,C
C0006,202300014,81,10,C
C0006,202300015,79,10,C
C0006,202300016,77,10,C
C0006,202300020,79,10,C
C0006,202300022,84,10,C
C0006,202300024,89,10,C
C0006,202300025,87,10,C
C0006,202300026,85,10,C
C0006,202300030,87,10,C
C0006,202300032,92,10,C
C0006,202300034,66,10,C
C0006,202300035,95,10,C
C0006,202300036,93,10,C
C0006,202300040,95,10,C
C0006,202300042,69,10,C
C0006,202300044,74,10,C
C0006,202300045,72,10,C
C0006,202300046,70,10,C
C0006,202300050,72,10,C
C0007,202300001,70,10,C
C0007,202300003,75,10,C
C0007,202300005,80,10,C
C0007,202300006,78,10,C
C0007,202300007,76,10,C
C0007,202300011,78,10,C
C0007,202300013,83,10,C
C0007,202300015,88,10,C
C0007,202300016,86,10,C
C0007,202300017,84,10,C
C0007,202300021,86,10,C
C0007,202300023,91,10,C
C0007,202300025,65,10,C
C0007,202300026,94,10,C
C0007,202300027,92,10,C
C0007,202300031,94,10,C
C0007,202300033,68,10,C
C0007,202300035,73,10,C
C0007,202300036,71,10,C
C0007,202300037,69,10,C
C0007,202300041,71,10,C
C0007,202300043,76,10,C
C0007,202300045,81,10,C
C0007,202300046,79,10,C
C0007,202300047,77,10,C
C0008,202300002,77,10,C
C0008,202300004,82,10,C
C0008,202300006,87,10,C
C0008,202300007,85,10,C
C0008,202300008,83,10,C
C0008,202300012,85,10,C
C0008,202300014,90,10,C
C0008,202300016,95,10,C
C0008,202300017,93,10,C
C0008,202300018,91,10,C
C0008,202300022,93,10,C
C0008,202300024,67,10,C
C0008,202300026,72,10,C
C0008,202300027,70,10,C
C0008,202300028,68,10,C
C0008,202300032,70,10,C
C0008,202300034,75,10,C
C0008,202300036,80,10,C
C0008,202300037,78,10,C
C0008,202300038,76,10,C
C0008,202300042,78,10,C
C0008,202300044,83,10,C
C0008,202300046,88,10,C
C0008,202300047,86,10,C
C0008,202300048,84,10,C
C0009,202300003,84,10,C
C0009,202300005,89,10,C
C0009,202300007,94,10,C
C0009,202300008,92,10,C
C0009,202300009,90,10,C
C0009,202300013,92,10,C
C0009,202300015,66,10,C
C0009,202300017,71,10,C
C0009,202300018,69,10,C
C0009,202300019,67,10,C
C0009,202300023,69,10,C
C0009,202300025,74,10,C
C0009,202300027,79,10,C
C0009,202300028,77,10,C
C0009,202300029,75,10,C
C0009,202300033,77,10,C
C0009,202300035,82,10,C
C0009,202300037,87,10,C
C0009,202300038,85,10,C
C0009,202300039,83,10,C
C0009,202300043,85,10,C
C0009,202300045,90,10,C
C0009,202300047,95,10,C
C0009,202300048,93,10,C
C0009,202300049,91,10,C
C0010,202300004,91,10,C
C0010,202300006,65,10,C
C0010,202300008,70,10,C
C0010,202300009,68,10,C
C0010,202300010,66,10,C
C0010,202300014,68,10,C
C0010,202300016,73,10,C
C0010,202300018,78,10,C
C0010,202300019,76,10,C
C0010,202300020,74,10,C
C0010,202300024,76,10,C
C0010,202300026,81,10,C
C0010,202300028,86,10,C
C0010,202300029,84,10,C
C0010,202300030,82,10,C
C0010,202300034,84,10,C
C0010,202300036,89,10,C
C0010,202300038,94,10,C
C0010,202300039,92,10,C
C0010,202300040,90,10,C
C0010,202300044,92,10,C
C0010,202300046,66,10,C
C0010,202300048,71,10,C
C0010,202300049,69,10,C
C0010,202300050,67,10,C
11AC01,11A20240001,65,11,A
11AC01,11A20240007,98,11,A
11AC01,11A20240008,92,11,A
11AC01,11A20240009,86,11,A
11AC01,11A20240010,80,11,A
11AC01,11A20240011,74,11,A
11AC01,11A20240017,66,11,A
11AC01,11A20240018,60,11,A
11AC01,11A20240019,95,11,A
11AC01,11A20240020,89,11,A
11AC01,11A20240021,83,11,A
11AC01,11A20240027,75,11,A
11AC01,11A20240028,69,11,A
11AC01,11A20240029,63,11,A
11AC01,11A20240030,98,11,A
11AC01,11A20240031,92,11,A
11AC01,11A20240037,84,11,A
11AC01,11A20240038,78,11,A
11AC01,11A20240039,72,11,A
11AC01,11A20240040,66,11,A
11AC01,11A20240041,60,11,A
11AC01,11A20240047,93,11,A
11AC01,11A20240048,87,11,A
11AC01,11A20240049,81,11,A
11AC01,11A20240050,75,11,A
11AC02,11A20240001,76,11,A
11AC02,11A20240002,70,11,A
11AC02,11A20240008,62,11,A
11AC02,11A20240009,97,11,A
11AC02,11A20240010,91,11,A
11AC02,11A20240011,85,11,A
11AC02,11A20240012,79,11,A
11AC02,11A20240018,71,11,A
11AC02,11A20240019,65,11,A
11AC02,11A20240020,100,11,A
11AC02,11A20240021,94,11,A
11AC02,11A20240022,88,11,A
11AC02,11A20240028,80,11,A
11AC02,11A20240029,74,11,A
11AC02,11A20240030,68,11,A
11AC02,11A20240031,62,11,A
11AC02,11A20240032,97,11,A
11AC02,11A20240038,89,11,A
11AC02,11A20240039,83,11,A
11AC02,11A20240040,77,11,A
11AC02,11A20240041,71,11,A
11AC02,11A20240042,65,11,A
11AC02,11A20240048,98,11,A
11AC02,11A20240049,92,11,A
11AC02,11A20240050,86,11,A
11AC03,11A20240001,87,11,A
11AC03,11A20240002,81,11,A
11AC03,11A20240003,75,11,A
11AC03,11A20240009,67,11,A
11AC03,11A20240010,61,11,A
11AC03,11A20240011,96,11,A
11AC03,11A20240012,90,11,A
11AC03,11A20240013,84,11,A
11AC03,11A20240019,76,11,A
11AC03,11A20240020,70,11,A
11AC03,11A20240021,64,11,A
11AC03,11A20240022,99,11,A
11AC03,11A20240023,93,11,A
11AC03,11A20240029,85,11,A
11AC03,11A20240030,79,11,A
11AC03,11A20240031,73,11,A
11AC03,11A20240032,67,11,A
11AC03,11A20240033,61,11,A
11AC03,11A20240039,94,11,A
11AC03,11A20240040,88,11,A
11AC03,11A20240041,82,11,A
11AC03,11A20240042,76,11,A
11AC03,11A20240043,70,11,A
11AC03,11A20240049,62,11,A
11AC03,11A20240050,97,11,A
11AC04,11A20240001,98,11,A
11AC04,11A20240002,92,11,A
11AC04,11A20240003,86,11,A
11AC04,11A20240004,80,11,A
11AC04,11A20240010,72,11,A
11AC04,11A20240011,66,11,A
11AC04,11A20240012,60,11,A
11AC04,11A20240013,95,11,A
11AC04,11A20240014,89,11,A
11AC04,11A20240020,81,11,A
11AC04,11A20240021,75,11,A
11AC04,11A20240022,69,11,A
11AC04,11A20240023,63,11,A
11AC04,11A20240024,98,11,A
11AC04,11A20240030,90,11,A
11AC04,11A20240031,84,11,A
11AC04,11A20240032,78,11,A
11AC04,11A20240033,72,11,A
11AC04,11A20240034,66,11,A
11AC04,11A20240040,99,11,A
11AC04,11A20240041,93,11,A
11AC04,11A20240042,87,11,A
11AC04,11A20240043,81,11,A
11AC04,11A20240044,75,11,A
11AC04,11A20240050,67,11,A
11AC05,11A20240001,68,11,A
11AC05,11A20240002,62,11,A
11AC05,11A20240003,97,11,A
11AC05,11A20240004,91,11,A
11AC05,11A20240005,85,11,A
11AC05,11A20240011,77,11,A
11AC05,11A20240012,71,11,A
11AC05,11A20240013,65,11,A
11AC05,11A20240014,100,11,A
11AC05,11A20240015,94,11,A
11AC05,11A20240021,86,11,A
11AC05,11A20240022,80,11,A
11AC05,11A20240023,74,11,A
11AC05,11A20240024,68,11,A
11AC05,11A20240025,62,11,A
